id,St_Racuna,Sifra_Kupca,Datum_Storitve,Knjizenje,Znesek,Znese_z_DDV,Fakturiral,Izvajalec
410,35.643,14.927,20. 11. 2014,0,"23,00","28,06",014,028
411,36.058,14.942,10. 11. 2014,0,"6,30","7,69",014,008
412,35.336,14.976,19. 11. 2014,0,"23,00","28,06",014,001
413,36.964,14.981,27. 11. 2014,0,"23,00","28,06",037,018
414,37.104,14.983,1. 12. 2014,0,"23,00","28,06",037,028
415,37.269,14.985,1. 12. 2014,1,"23,00","28,06",063,028
416,37.270,14.986,1. 12. 2014,1,"23,00","28,06",063,028
417,41.067,14.991,4. 12. 2014,0,"6,30","7,69",037,007
418,33.536,14.993,10. 11. 2014,0,"46,00","56,12",037,028
419,41.204,14.998,24. 12. 2014,1,"23,00","28,06",063,072
420,33.961,14.999,12. 11. 2014,0,"23,00","28,06",037,028
421,34.963,15.000,7. 11. 2014,0,"148,00","180,56",014,077
422,26,15.000,5. 1. 2015,0,"46,00","56,12",037,072
423,37.708,15.022,3. 12. 2014,0,"23,00","28,06",037,042
424,33.914,15.026,4. 11. 2014,0,"6,30","7,69",037,075
425,38.504,15.034,8. 12. 2014,0,"6,30","7,69",037,013
426,40.818,15.034,29. 12. 2014,0,"-6,30","-7,69",037,013
427,40.541,15.035,19. 12. 2014,1,"37,00","45,14",107,022
428,35.354,15.043,18. 11. 2014,0,"23,00","28,06",014,005
429,38.457,15.043,9. 12. 2014,0,"16,00","19,52",037,005
430,36.257,15.044,25. 11. 2014,0,"23,00","28,06",014,013
431,96,15.048,6. 1. 2015,0,"85,80","104,68",037,005
432,33.203,15.054,6. 11. 2014,0,"16,00","19,52",037,027
433,1.754,15.054,20. 1. 2015,0,"23,00","28,06",037,007
434,164,15.061,7. 1. 2015,0,"23,00","28,06",037,028
435,39.209,15.063,12. 12. 2014,1,"37,00","45,14",107,028
436,37.715,15.134,2. 12. 2014,0,"23,00","28,06",037,021
437,39.924,15.137,17. 12. 2014,1,"16,00","19,52",107,007
438,31.352,15.154,16. 10. 2014,1,"23,00","28,06",063,007
439,41.093,15.166,24. 12. 2014,1,"16,00","19,52",063,031
440,38.673,15.180,9. 12. 2014,1,"23,00","28,06",063,028
441,39.472,15.187,9. 12. 2014,0,"6,30","7,69",037,075
442,35.842,15.190,19. 11. 2014,1,"9,00","10,98",063,022
443,36.783,15.193,26. 11. 2014,1,"23,00","28,06",107,021
444,29.848,15.206,7. 10. 2014,1,"23,00","28,06",063,008
445,32.840,15.214,28. 10. 2014,1,"14,00","17,08",063,038
446,31.577,15.240,15. 10. 2014,0,"6,30","7,69",037,075
447,39.600,15.241,17. 12. 2014,0,"23,00","28,06",037,024
448,32.306,15.242,22. 10. 2014,1,"9,00","10,98",063,021
449,33.002,15.255,28. 10. 2014,1,"23,00","28,06",107,027
450,61,15.256,6. 1. 2015,0,"23,00","28,06",037,001
451,36.026,15.259,19. 11. 2014,0,"23,00","28,06",014,021
452,33.751,15.261,3. 11. 2014,1,"10,00","12,20",063,076
453,39.894,15.268,17. 12. 2014,2,"23,00","28,06",107,024
454,34.472,15.272,14. 11. 2014,0,"23,00","28,06",014,031
455,35.000,15.272,17. 11. 2014,0,"23,00","28,06",014,031
456,39.530,15.275,16. 12. 2014,0,"23,00","28,06",037,024
457,30.943,15.276,8. 10. 2014,0,"6,30","7,69",037,075
458,30.284,15.279,8. 10. 2014,1,"23,00","28,06",063,072
459,39.930,15.281,18. 12. 2014,1,"23,00","28,06",063,024
460,38.733,15.282,11. 12. 2014,0,"23,00","28,06",037,024
461,30.991,15.285,20. 10. 2014,0,"-6,30","-7,56",037,005
462,40.039,15.285,17. 12. 2014,1,"23,00","28,06",063,072
463,41.083,15.286,16. 12. 2014,0,"6,30","7,69",037,024
464,37.706,61.385.174,3. 12. 2014,0,"92,00","112,24",037,024
465,38.416,15.298,8. 12. 2014,1,"37,00","45,14",107,076
466,37.573,15.305,11. 11. 2014,0,"98,00","119,56",037,077
467,31.256,15.306,20. 10. 2014,1,"23,00","28,06",063,028
468,40.071,15.314,18. 12. 2014,1,"20,00","24,40",063,076
469,39.667,15.321,17. 12. 2014,0,"23,00","28,06",037,038
470,40.348,15.327,20. 12. 2014,0,"20,00","24,40",037,076
471,40.506,62.745,19. 12. 2014,0,"23,00","28,06",037,038
472,37.533,15.336,2. 12. 2014,1,"10,00","12,20",107,026
473,359,15.352,12. 1. 2015,0,"23,00","28,06",037,072
474,38.910,15.357,11. 12. 2014,0,"23,00","28,06",037,072
475,40.054,15.394,18. 12. 2014,0,"26,00","31,72",037,009
476,32.365,15.409,30. 10. 2014,0,"20,00","24,40",037,015
477,54,15.415,5. 1. 2015,0,"23,00","28,06",037,017
478,31.882,15.421,22. 10. 2014,1,"20,00","24,40",063,008
479,492,15.428,13. 1. 2015,0,"23,00","28,06",037,042
480,40.551,15.429,19. 12. 2014,0,"23,00","28,06",037,075
481,39.940,15.433,16. 12. 2014,1,"10,00","12,20",107,022
482,1.852,15.434,15. 1. 2015,1,"30,00","36,60",063,015
483,35.584,15.444,20. 11. 2014,0,"37,00","45,14",014,026
484,39.432,15.449,8. 12. 2014,0,"6,30","7,69",037,005
485,40.310,15.451,20. 12. 2014,1,"23,00","28,06",107,008
486,35.416,15.464,19. 11. 2014,1,"23,00","28,06",063,042
487,31.682,15.485,24. 10. 2014,0,"10,00","12,20",014,005
488,32.991,15.504,30. 10. 2014,0,"6,30","7,69",037,005
489,35.165,15.511,17. 11. 2014,0,"23,00","28,06",014,075
490,1.667,15.513,20. 1. 2015,0,"37,00","45,14",037,008
491,35.209,15.514,17. 11. 2014,1,"23,00","28,06",063,075
492,35.931,15.514,21. 11. 2014,1,"16,00","19,52",063,075
493,40.651,15.516,10. 12. 2014,0,"6,30","7,69",037,005
494,35.927,15.522,21. 11. 2014,1,"16,00","19,52",063,075
495,35.679,15.541,20. 11. 2014,1,"26,00","31,72",063,026
496,187,15.547,8. 1. 2015,0,"23,00","28,06",037,024
497,994,15.550,7. 1. 2015,1,"23,00","28,06",063,024
498,33.212,15.566,6. 11. 2014,0,"23,00","28,06",037,001
499,33.142,15.569,30. 10. 2014,1,"23,00","28,06",063,005
500,36.530,15.584,25. 11. 2014,1,"37,00","45,14",063,008
501,33.714,15.594,3. 11. 2014,1,"23,00","28,06",063,075
502,35.512,15.599,18. 11. 2014,1,"26,00","31,72",063,008
503,30.925,15.611,17. 10. 2014,0,"23,00","28,06",037,024
504,35.254,62.747,14. 11. 2014,1,"23,00","28,06",107,021
505,35.150,15.694,18. 11. 2014,0,"14,00","17,08",014,008
506,39.851,15.700,18. 12. 2014,0,"23,00","28,06",037,021
507,35.317,15.703,17. 11. 2014,0,"20,00","24,40",014,008
508,32.045,15.704,20. 10. 2014,1,"53,00","64,66",063,042
509,32.836,15.735,4. 11. 2014,0,"23,00","28,06",037,015
510,31.502,15.758,18. 10. 2014,1,"23,00","28,06",063,064
511,31.094,61.322,15. 10. 2014,1,"23,00","28,06",063,022
512,30.681,15.791,16. 10. 2014,0,"23,00","28,06",037,024
513,31.052,15.819,16. 10. 2014,1,"23,00","28,06",063,008
514,34.635,15.855,12. 11. 2014,1,"23,00","28,06",063,001
515,389,15.912,12. 1. 2015,0,"23,00","28,06",037,042
516,34.227,15.916,5. 11. 2014,1,"26,00","31,72",107,028
517,880,15.923,15. 1. 2015,0,"23,00","28,06",037,013
518,767,15.925,6. 1. 2015,0,"6,30","7,69",037,075
519,40.732,15.929,27. 12. 2014,1,"16,00","19,52",107,008
520,78,15.956,5. 1. 2015,0,"23,00","28,06",037,075
521,30.327,15.961,13. 10. 2014,0,"23,00","28,06",037,015
522,34.903,15.977,12. 11. 2014,1,"16,00","19,52",063,005
523,37.819,15.989,4. 12. 2014,0,"23,00","28,06",037,008
524,37.821,15.990,4. 12. 2014,0,"23,00","28,06",037,008
525,31.362,16.001,17. 10. 2014,1,"23,00","28,06",063,007
526,31.430,16.011,22. 10. 2014,0,"23,00","28,06",037,027
527,31.890,16.020,21. 10. 2014,1,"23,00","28,06",063,075
528,34.446,16.025,10. 11. 2014,1,"25,00","30,50",063,007
529,32.067,16.028,27. 10. 2014,0,"23,00","28,06",014,007
530,39.652,16.035,16. 12. 2014,2,"23,00","28,06",063,005
531,31.469,16.036,17. 10. 2014,2,"23,00","28,06",063,024
532,41.233,16.043,31. 12. 2014,0,"6,30","7,69",037,064
533,31.143,16.044,15. 10. 2014,1,"23,00","28,06",063,064
534,30.172,16.061,13. 10. 2014,0,"-6,30","-7,69",037,064
535,30.556,16.061,10. 10. 2014,1,"10,00","12,20",063,064
536,39.632,16.063,16. 12. 2014,1,"26,00","31,72",063,011
537,41.046,16.067,23. 12. 2014,1,"16,00","19,52",063,031
538,31.132,16.068,15. 10. 2014,2,"23,00","28,06",063,001
539,31.940,16.073,21. 10. 2014,1,"23,00","28,06",063,007
540,30.645,16.092,14. 10. 2014,0,"23,00","28,06",037,076
541,35.072,16.100,11. 11. 2014,0,"6,30","7,69",014,005
542,659,16.105,5. 1. 2015,1,"23,00","28,06",063,001
543,661,16.106,5. 1. 2015,2,"23,00","28,06",063,001
544,485,16.107,6. 1. 2015,1,"23,00","28,06",063,001
545,34.904,16.109,12. 11. 2014,1,"23,00","28,06",063,005
546,35.712,16.110,12. 11. 2014,0,"6,30","7,69",014,005
547,35.104,16.111,13. 11. 2014,2,"23,00","28,06",107,005
548,35.103,16.112,13. 11. 2014,2,"23,00","28,06",107,005
549,701,16.113,5. 1. 2015,2,"23,00","28,06",063,001
550,232,16.114,8. 1. 2015,0,"6,30","7,69",037,001
551,479,16.115,6. 1. 2015,1,"23,00","28,06",063,001
552,484,16.116,6. 1. 2015,2,"23,00","28,06",063,001
553,33.877,16.122,12. 11. 2014,0,"23,00","28,06",037,005
554,33.876,16.123,12. 11. 2014,0,"23,00","28,06",037,005
555,35.380,16.124,19. 11. 2014,0,"23,00","28,06",014,075
556,40.712,16.127,16. 12. 2014,0,"6,30","7,69",037,021
557,35.708,16.128,13. 11. 2014,0,"6,30","7,69",014,005
558,1.084,16.131,14. 1. 2015,0,"65,85","80,34",037,017
559,1.655,16.133,16. 1. 2015,1,"23,00","28,06",063,001
560,1.009,16.134,7. 1. 2015,1,"23,00","28,06",063,001
561,1.012,16.135,7. 1. 2015,1,"23,00","28,06",063,001
562,35.081,16.140,14. 11. 2014,1,"23,00","28,06",107,005
563,33.231,16.145,6. 11. 2014,0,"23,00","28,06",037,024
564,32.929,16.165,27. 10. 2014,1,"37,00","45,14",063,024
565,480,16.183,6. 1. 2015,1,"23,00","28,06",063,001
566,31.871,16.193,22. 10. 2014,1,"23,00","28,06",063,072
567,33.038,16.200,27. 10. 2014,1,"23,20","28,30",107,038
568,37.293,16.205,5. 11. 2014,0,"6,30","7,69",037,018
569,33.632,16.207,11. 11. 2014,0,"23,00","28,06",037,001
570,39.967,16.223,17. 12. 2014,1,"46,00","56,12",107,021
571,32.601,16.244,20. 10. 2014,0,"6,30","7,69",037,064
572,32.655,16.259,23. 10. 2014,1,"25,00","30,50",063,011
573,29.399,16.261,2. 10. 2014,0,"23,00","28,06",037,075
574,35.007,16.263,6. 11. 2014,0,"6,30","7,69",014,075
575,38.647,16.267,10. 12. 2014,0,"20,00","24,40",037,005
576,29.942,16.303,8. 10. 2014,0,"23,00","28,06",037,072
577,32.829,16.307,3. 11. 2014,0,"23,00","28,06",037,022
578,37.848,16.319,3. 12. 2014,1,"39,00","47,58",063,021
579,1.238,16.323,15. 1. 2015,0,"23,00","28,06",037,021
580,1.585,16.325,17. 1. 2015,1,"20,00","24,40",063,064
581,34.418,16.339,10. 11. 2014,1,"52,00","63,44",063,011
582,33.690,16.358,11. 11. 2014,0,"23,00","28,06",037,005
583,38.341,16.364,8. 12. 2014,0,"7,59","9,26",037,024
584,165,16.369,7. 1. 2015,0,"23,00","28,06",037,028
585,30.867,16.380,13. 10. 2014,1,"20,00","24,40",063,015
586,37.841,16.385,3. 12. 2014,1,"23,00","28,06",063,072
587,1.339,16.399,8. 1. 2015,1,"36,00","43,92",063,011
588,269,85.313.114,9. 1. 2015,0,"23,00","28,06",037,024
589,34.321,16.409,5. 11. 2014,1,"23,00","28,06",107,072
590,30.149,16.411,11. 10. 2014,0,"39,00","47,58",037,076
591,38.005,16.415,3. 12. 2014,0,"23,00","28,06",037,018
592,31.008,16.419,16. 10. 2014,1,"10,00","12,20",063,042
593,33.183,16.427,30. 10. 2014,1,"20,00","24,40",063,072
594,35.510,16.478,14. 11. 2014,2,"23,00","28,06",107,027
595,32.112,16.484,29. 10. 2014,0,"10,00","12,20",014,015
596,32.114,16.486,29. 10. 2014,0,"23,00","28,06",014,008
597,33.477,16.490,4. 11. 2014,1,"26,00","31,72",063,072
598,31.720,16.502,27. 10. 2014,0,"37,00","45,14",014,076
599,31.281,16.504,20. 10. 2014,1,"9,00","10,98",063,027
600,37.906,16.505,3. 12. 2014,1,"23,00","28,06",063,008
601,31.869,16.506,22. 10. 2014,1,"23,00","28,06",063,072
602,38.856,16.510,12. 12. 2014,0,"23,00","28,06",037,013
603,34.745,62.844,13. 11. 2014,1,"23,00","28,06",063,008
604,35.678,16.521,20. 11. 2014,1,"37,00","45,14",063,026
605,1.715,16.523,20. 1. 2015,0,"23,00","28,06",037,038
606,37.060,16.526,4. 11. 2014,0,"6,30","7,69",037,027
607,38.939,16.526,10. 12. 2014,1,"23,00","28,06",107,027
608,31.579,16.536,15. 10. 2014,0,"6,30","7,69",037,075
609,41.245,16.541,17. 12. 2014,0,"6,30","7,69",037,072
610,34.288,16.542,5. 11. 2014,1,"23,00","28,06",107,072
611,31.666,16.546,24. 10. 2014,0,"39,00","47,58",014,022
612,38.426,16.553,8. 12. 2014,1,"37,00","45,14",107,008
613,37.929,16.554,5. 12. 2014,0,"23,00","28,06",037,008
614,38.448,16.555,9. 12. 2014,0,"42,00","51,24",037,075
615,37.521,16.558,2. 12. 2014,0,"23,00","28,06",037,026
616,39.687,16.559,17. 12. 2014,0,"23,00","28,06",037,072
617,40.049,16.560,18. 12. 2014,0,"23,00","28,06",037,072
618,37.515,16.561,2. 12. 2014,0,"23,00","28,06",037,026
619,40.667,16.562,27. 12. 2014,0,"23,00","28,06",037,008
620,38.436,16.563,26. 11. 2014,0,"6,30","7,69",037,021
621,39.708,62.779,16. 12. 2014,1,"20,00","24,40",063,008
622,37.518,16.565,2. 12. 2014,0,"23,00","28,06",037,026
623,37.537,16.566,2. 12. 2014,1,"23,00","28,06",107,026
624,37.517,16.567,2. 12. 2014,0,"23,00","28,06",037,026
625,38.825,16.568,10. 12. 2014,0,"33,00","40,26",037,026
626,31.075,16.576,20. 10. 2014,0,"10,00","12,20",037,011
627,40.011,16.580,17. 12. 2014,1,"16,00","19,52",107,064
628,31.660,16.586,24. 10. 2014,0,"32,00","39,04",035,007
629,39.101,16.587,11. 12. 2014,1,"26,00","31,72",107,042
630,40.502,16.589,22. 12. 2014,0,"23,00","28,06",037,072
631,33.144,16.592,30. 10. 2014,1,"23,00","28,06",063,015
632,34.951,16.598,12. 11. 2014,1,"16,00","19,52",063,076
633,39.716,16.603,17. 12. 2014,0,"23,00","28,06",037,005
634,821,16.608,15. 1. 2015,0,"23,00","28,06",037,005
635,1.523,16.613,12. 1. 2015,1,"23,00","28,06",063,064
636,324,64.471,9. 1. 2015,0,"23,00","28,06",037,013
637,36.965,16.617,27. 11. 2014,0,"23,00","28,06",037,018
638,33.866,16.620,12. 11. 2014,0,"23,00","28,06",037,028
639,41.257,16.622,29. 12. 2014,0,"6,30","7,69",037,072
640,40.249,16.623,19. 12. 2014,0,"23,00","28,06",037,072
641,38.979,16.626,10. 12. 2014,1,"23,00","28,06",107,008
642,33.124,16.631,3. 11. 2014,1,"23,00","28,06",063,072
643,34.051,16.636,5. 11. 2014,1,"23,00","28,06",063,031
644,34.665,16.686,13. 11. 2014,1,"26,00","31,72",063,015
645,39.731,16.791,16. 12. 2014,1,"23,00","28,06",063,042
646,32.118,16.792,28. 10. 2014,0,"39,00","47,58",014,022
647,35.271,16.851,17. 11. 2014,1,"23,00","28,06",063,028
648,38.762,16.859,11. 12. 2014,0,"23,00","28,06",037,005
649,36.008,16.867,20. 11. 2014,0,"37,00","45,14",014,076
650,465,16.875,13. 1. 2015,0,"37,00","45,14",037,013
651,1.703,16.876,20. 1. 2015,0,"23,00","28,06",037,021
652,39.509,16.884,16. 12. 2014,0,"23,00","28,06",037,008
653,33.649,16.887,11. 11. 2014,0,"9,00","10,98",037,013
654,39.053,16.890,11. 12. 2014,1,"23,00","28,06",107,028
655,38.414,16.897,8. 12. 2014,1,"23,00","28,06",107,001
656,34.319,16.899,5. 11. 2014,1,"23,00","28,06",107,072
657,758,16.902,5. 1. 2015,1,"16,00","19,52",063,008
658,34.776,16.903,13. 11. 2014,2,"23,00","28,06",063,007
659,38.177,16.907,4. 12. 2014,1,"53,00","64,66",063,008
660,1.064,16.910,7. 1. 2015,1,"37,00","45,14",063,042
661,40.678,16.917,24. 12. 2014,0,"23,00","28,06",037,005
662,38.169,16.922,6. 12. 2014,1,"23,00","28,06",107,008
663,504,16.926,13. 1. 2015,0,"23,00","28,06",037,075
664,35.040,16.928,17. 11. 2014,0,"23,00","28,06",014,013
665,1.766,16.947,20. 1. 2015,0,"23,00","28,06",037,005
666,31.308,16.948,20. 10. 2014,1,"25,00","30,50",063,076
667,38.594,16.950,10. 12. 2014,0,"23,00","28,06",037,024
668,38.596,16.950,10. 12. 2014,0,"23,00","28,06",037,024
669,38.602,16.950,10. 12. 2014,0,"23,00","28,06",037,024
670,40.584,16.950,10. 12. 2014,0,"-23,00","-28,06",037,024
671,40.913,16.953,30. 12. 2014,0,"6,30","7,69",037,031
672,37.005,16.964,28. 11. 2014,0,"23,00","28,06",037,031
673,30.540,16.967,11. 10. 2014,1,"20,00","24,40",063,011
674,36.279,16.974,24. 11. 2014,0,"23,00","28,06",014,042
675,36.281,16.975,24. 11. 2014,0,"23,00","28,06",014,042
676,38.656,16.981,21. 11. 2014,0,"6,30","7,69",037,042
677,38.659,16.983,21. 11. 2014,0,"6,30","7,69",037,042
678,36.719,16.984,27. 11. 2014,0,"23,00","28,06",063,042
679,38.662,16.985,21. 11. 2014,0,"6,30","7,69",037,042
680,38.660,16.986,21. 11. 2014,0,"6,30","7,69",037,042
681,38.658,16.987,21. 11. 2014,0,"6,30","7,69",037,042
682,38.661,16.988,21. 11. 2014,0,"6,30","7,69",037,042
683,35.636,16.990,20. 11. 2014,0,"23,00","28,06",014,042
684,33.444,16.994,10. 11. 2014,0,"-6,30","-7,69",037,009
685,35.629,16.995,20. 11. 2014,0,"23,00","28,06",014,042
686,35.633,16.999,20. 11. 2014,0,"23,00","28,06",014,042
687,40.318,17.005,18. 12. 2014,1,"10,00","12,20",107,015
688,36.912,17.008,29. 11. 2014,0,"20,00","24,40",037,064
689,39.274,17.032,13. 12. 2014,1,"23,00","28,06",107,008
690,30.214,17.033,9. 10. 2014,1,"37,00","45,14",063,008
691,30.010,17.035,6. 10. 2014,1,"26,00","31,72",063,008
692,39.974,17.037,17. 12. 2014,1,"23,00","28,06",107,027
693,30.776,17.039,6. 10. 2014,0,"6,30","7,69",037,075
694,29.936,17.050,7. 10. 2014,1,"23,00","28,06",063,075
695,37.531,17.056,2. 12. 2014,0,"23,00","28,06",037,013
696,36.386,17.057,26. 11. 2014,0,"23,00","28,06",014,013
697,32.375,17.059,30. 10. 2014,0,"10,00","12,20",037,042
698,39.336,17.062,15. 12. 2014,1,"23,00","28,06",107,001
699,41.053,17.063,23. 12. 2014,0,"6,30","7,69",037,005
700,32.862,17.068,3. 11. 2014,0,"23,00","28,06",037,007
701,34.290,17.077,5. 11. 2014,1,"23,00","28,06",107,072
702,1.705,17.080,20. 1. 2015,0,"23,00","28,06",037,001
703,29.797,17.091,7. 10. 2014,0,"10,00","12,20",037,072
704,38.205,17.093,4. 12. 2014,1,"23,00","28,06",107,024
705,40.154,17.096,17. 12. 2014,2,"23,00","28,06",107,075
706,35.268,17.097,17. 11. 2014,2,"23,00","28,06",063,027
707,41.252,17.099,22. 12. 2014,0,"6,30","7,69",037,072
708,41.310,17.099,31. 12. 2014,0,"-6,30","-7,69",037,072
709,303,17.103,9. 1. 2015,0,"23,00","28,06",037,072
710,37.840,17.107,4. 12. 2014,0,"23,00","28,06",037,042
711,30.070,17.110,2. 10. 2014,0,"6,30","7,69",037,076
712,30.308,17.118,13. 10. 2014,0,"23,00","28,06",037,007
713,40.572,17.132,19. 12. 2014,0,"6,30","7,69",037,042
714,33.117,17.151,30. 10. 2014,1,"20,00","24,40",107,008
715,30.596,17.162,10. 10. 2014,1,"10,00","12,20",063,072
716,30.595,17.163,10. 10. 2014,1,"23,00","28,06",063,072
717,1.336,17.170,8. 1. 2015,1,"37,00","45,14",063,011
718,344,17.171,6. 1. 2015,0,"6,30","7,69",037,013
719,31.521,17.176,16. 10. 2014,1,"10,00","12,20",063,072
720,31.299,17.184,20. 10. 2014,1,"25,00","30,50",063,076
721,40.423,17.188,22. 12. 2014,0,"10,00","12,20",037,013
722,769,17.194,6. 1. 2015,0,"6,30","7,69",037,075
723,34.408,17.199,7. 11. 2014,0,"46,00","56,12",037,017
724,34.410,17.199,14. 11. 2014,0,"-46,00","-56,12",037,017
725,1.413,17.207,19. 1. 2015,0,"23,00","28,06",037,013
726,39.407,17.212,13. 12. 2014,0,"6,30","7,69",037,008
727,32.051,17.217,21. 10. 2014,1,"37,00","45,14",063,042
728,917,17.224,8. 1. 2015,1,"16,00","19,52",063,064
729,32.617,17.236,3. 11. 2014,0,"23,00","28,06",037,021
730,39.684,17.243,17. 12. 2014,0,"23,00","28,06",037,027
731,31.340,17.244,15. 10. 2014,1,"20,00","24,40",063,026
732,35.755,17.266,20. 11. 2014,1,"9,00","10,98",063,075
733,31.527,17.277,15. 10. 2014,1,"37,00","45,14",063,021
734,36.436,17.278,26. 11. 2014,0,"23,00","28,06",014,021
735,33.406,17.290,4. 11. 2014,1,"37,00","45,14",063,007
736,39.430,17.306,8. 12. 2014,0,"6,30","7,69",037,005
737,41.044,17.306,31. 12. 2014,0,"-6,30","-7,69",037,005
738,97,17.306,6. 1. 2015,0,"16,70","20,37",037,005
739,39.498,17.312,16. 12. 2014,0,"23,00","28,06",037,021
740,31.498,17.335,17. 10. 2014,1,"16,00","19,52",063,064
741,31.536,17.337,16. 10. 2014,1,"37,00","45,14",063,015
742,34.024,17.367,7. 11. 2014,1,"23,00","28,06",063,028
743,38.366,17.373,5. 12. 2014,1,"10,00","12,20",107,015
744,32.229,64.077,29. 10. 2014,0,"20,00","24,40",037,041
745,32.565,17.379,22. 10. 2014,0,"6,30","7,69",037,024
746,38.696,17.379,11. 12. 2014,0,"23,00","28,06",037,027
747,40.825,17.379,29. 12. 2014,0,"-6,30","-7,69",037,024
748,31.280,17.388,20. 10. 2014,2,"23,00","28,06",063,027
749,32.572,17.389,22. 10. 2014,0,"6,30","7,69",037,024
750,40.952,17.389,31. 12. 2014,0,"23,00","28,06",037,027
751,1.804,17.396,21. 1. 2015,0,"58,00","70,76",037,033
752,1.239,17.401,15. 1. 2015,0,"23,00","28,06",037,021
753,32.234,17.407,28. 10. 2014,0,"23,00","28,06",037,064
754,34.457,17.412,10. 11. 2014,2,"23,00","28,06",063,075
755,323,64.472,9. 1. 2015,0,"23,00","28,06",037,013
756,31.471,17.431,16. 10. 2014,2,"23,00","28,06",063,001
757,34.658,17.445,13. 11. 2014,1,"16,00","19,52",063,015
758,39.019,17.448,10. 12. 2014,1,"9,00","10,98",107,005
759,41.068,17.451,16. 12. 2014,0,"6,30","7,69",037,007
760,37.003,61.607,28. 11. 2014,0,"23,00","28,06",037,031
761,31.047,17.468,20. 10. 2014,0,"37,00","45,14",037,021
762,30.141,17.470,10. 10. 2014,0,"23,00","28,06",037,075
763,30.600,17.470,10. 10. 2014,1,"23,00","28,06",063,075
764,40.355,17.477,11. 12. 2014,0,"6,30","7,69",037,064
765,41.109,17.483,29. 12. 2014,1,"10,00","12,20",063,001
766,38.460,17.487,5. 12. 2014,0,"32,00","39,04",037,005
767,33.687,17.490,11. 11. 2014,0,"23,00","28,06",037,005
768,33.699,17.491,3. 11. 2014,2,"23,00","28,06",063,005
769,33.195,17.492,6. 11. 2014,0,"23,00","28,06",037,005
770,34.285,17.519,5. 11. 2014,1,"23,00","28,06",107,072
771,37.434,17.525,2. 12. 2014,0,"39,00","47,58",037,021
772,31.630,17.537,24. 10. 2014,0,"23,00","28,06",037,024
773,37.703,17.538,3. 12. 2014,0,"23,00","28,06",037,024
774,39.304,17.542,11. 12. 2014,1,"14,00","17,08",107,022
775,30.725,17.583,14. 10. 2014,1,"23,00","28,06",063,027
776,30.530,17.588,10. 10. 2014,1,"37,00","45,14",063,011
777,32.064,17.592,27. 10. 2014,0,"11,50","14,03",014,007
778,30.796,17.594,16. 10. 2014,0,"23,00","28,06",037,075
779,38.127,17.596,4. 12. 2014,1,"42,00","51,24",063,076
780,35.539,17.609,15. 11. 2014,1,"23,00","28,06",107,076
781,33.765,17.613,3. 11. 2014,1,"23,00","28,06",063,008
782,41.248,64.473,19. 12. 2014,0,"6,30","7,69",037,072
783,41.291,17.619,22. 12. 2014,0,"6,30","7,69",037,027
784,1.657,17.621,16. 1. 2015,1,"16,00","19,52",063,001
785,451,17.627,6. 1. 2015,1,"37,00","45,14",063,076
786,31.467,17.628,22. 10. 2014,0,"7,59","9,26",037,007
787,32.957,17.641,5. 11. 2014,0,"23,00","28,06",037,072
788,1.760,17.645,20. 1. 2015,0,"69,00","84,18",037,075
789,32.467,17.649,22. 10. 2014,0,"6,30","7,69",037,075
790,30.896,17.652,17. 10. 2014,0,"23,00","28,06",037,027
791,33.503,17.654,10. 11. 2014,0,"23,00","28,06",037,005
792,32.960,17.688,5. 11. 2014,0,"23,00","28,06",037,072
793,32.093,17.698,28. 10. 2014,0,"8,00","9,76",014,005
794,31.414,17.711,22. 10. 2014,0,"23,00","28,06",037,028
795,483,17.712,6. 1. 2015,1,"23,00","28,06",063,001
796,313,17.723,9. 1. 2015,0,"23,00","28,06",037,001
797,29.742,17.727,2. 10. 2014,1,"23,00","28,06",063,072
798,38.644,17.740,10. 12. 2014,0,"23,00","28,06",037,005
799,32.842,17.746,27. 10. 2014,1,"23,00","28,06",063,007
800,31.211,17.760,21. 10. 2014,0,"23,00","28,06",037,008
801,35.502,17.771,14. 11. 2014,2,"23,00","28,06",107,027
802,35.110,17.796,13. 11. 2014,2,"23,00","28,06",107,027
803,34.390,17.804,5. 11. 2014,0,"6,30","7,69",037,022
804,38.088,17.807,3. 12. 2014,0,"23,00","28,06",037,018
805,30.646,17.830,14. 10. 2014,0,"23,00","28,06",037,076
