id,St_Racuna,Sifra_Kupca,Datum_Storitve,Knjizenje,Znesek,Fakturiral,Izvajalec
546,36552,593139,26.11.2014,1,48.00,107,007
547,38171,64297,6.12.2014,1,36.00,107,008
548,1481,509664,19.1.2015,0,25.20,037,038
549,31733,10376,23.10.2014,1,23.00,063,064
550,30106,9000088,9.10.2014,0,108.00,037,005
551,30172,16061,13.10.2014,0,-6.30,037,064
552,29864,17992,7.10.2014,1,8.00,063,038
553,1093,9003860,13.1.2015,0,48.00,037,017
554,33402,517369,3.11.2014,2,36.00,063,007
555,34944,523591,14.11.2014,1,25.20,107,007
556,36943,10378,28.11.2014,0,23.00,037,042
557,34967,64204,7.11.2014,0,108.00,014,017
558,33444,16994,10.11.2014,0,-6.30,037,009
559,30185,18029,9.10.2014,1,8.00,063,038
560,33878,592567,12.11.2014,0,48.00,037,005
561,35405,10379,19.11.2014,1,37.00,063,008
562,31916,523579,16.10.2014,1,36.00,063,022
563,40889,550290,29.12.2014,0,25.20,037,031
564,396,64275,8.1.2015,0,108.00,037,077
565,41310,17099,31.12.2014,0,-6.30,037,072
566,33120,500090,3.11.2014,1,8.00,063,027
567,250,9005467,10.1.2015,0,479.60,037,064
568,36553,523594,26.11.2014,1,36.00,107,007
569,31778,552264,22.10.2014,1,25.20,063,038
570,38049,10381,4.12.2014,1,23.00,063,001
571,31061,9000088,20.10.2014,0,107.50,037,009
572,41044,17306,31.12.2014,0,-6.30,037,005
573,29866,501359,7.10.2014,1,8.00,063,038
574,32395,14166,25.10.2014,1,47.00,063,064
575,40591,525701,23.12.2014,0,36.00,037,022
576,41047,64447,23.12.2014,1,25.20,063,031
577,1073,10385,16.1.2015,0,23.00,037,009
578,33909,539774,5.11.2014,1,106.00,107,007
579,40825,17379,29.12.2014,0,-6.30,037,024
580,34589,502782,11.11.2014,1,8.00,107,007
581,33812,538364,5.11.2014,1,47.00,107,021
582,36408,526295,24.11.2014,1,36.00,063,007
583,36337,554038,21.11.2014,0,25.20,014,022
584,36280,10387,24.11.2014,0,23.00,014,042
585,176,64462,8.1.2015,0,106.00,037,077
586,29614,18024,7.10.2014,0,-6.30,037,064
587,40435,512328,22.12.2014,0,8.00,037,021
588,1599,569026,17.1.2015,1,47.00,063,076
589,40387,538561,19.12.2014,1,36.00,107,001
590,36071,565990,19.11.2014,1,25.20,107,072
591,36231,9003107,11.11.2014,0,105.65,014,067
592,36332,10400,25.11.2014,1,10.00,063,026
593,38519,18055,10.12.2014,0,-6.30,037,072
594,31938,514005,21.10.2014,1,8.00,063,007
595,39252,594722,13.12.2014,1,47.00,107,064
596,36574,558475,20.11.2014,1,36.00,107,022
597,1117,572051,12.1.2015,1,25.20,063,008
598,36234,10407,25.11.2014,0,23.00,014,009
599,39576,9002881,16.12.2014,0,105.00,037,017
600,1008,501074,16.1.2015,0,-6.30,037,075
601,31356,514799,16.10.2014,1,8.00,063,007
602,36413,560324,25.11.2014,1,36.00,063,007
603,33307,572103,7.11.2014,0,25.20,037,027
604,38051,10416,4.12.2014,2,23.00,063,001
605,197,9003406,6.1.2015,0,105.00,037,017
606,40822,502659,29.12.2014,0,-6.30,037,021
607,33905,514872,5.11.2014,1,8.00,107,007
608,35509,565102,18.11.2014,1,36.00,063,008
609,33986,572417,10.11.2014,1,25.20,063,008
610,35596,10418,18.11.2014,0,23.00,014,018
611,198,9003406,6.1.2015,0,105.00,037,017
612,33448,510783,10.11.2014,0,-6.30,037,001
613,37484,515504,1.12.2014,0,8.00,037,075
614,37219,565584,28.11.2014,0,36.00,037,022
615,1092,572417,6.1.2015,1,25.20,063,008
616,34019,10432,7.11.2014,2,23.00,063,005
617,37681,9003860,1.12.2014,0,105.00,037,017
618,41298,511460,31.12.2014,0,-6.30,037,021
619,33611,517385,29.10.2014,1,8.00,107,027
620,31793,567355,22.10.2014,1,36.00,063,011
621,31164,573762,15.10.2014,1,25.20,063,008
622,1853,10438,15.1.2015,1,15.00,063,015
623,32951,9002673,5.11.2014,0,104.80,037,021
624,31159,511474,21.10.2014,0,-6.30,037,001
625,32972,517680,5.11.2014,0,8.00,037,007
626,35568,567375,14.11.2014,1,36.00,107,008
627,398,575755,12.1.2015,0,25.20,037,005
628,30684,10445,16.10.2014,0,23.00,037,072
629,33431,508699,3.11.2014,1,15.00,063,009
630,33850,64526208,12.11.2014,0,104.80,037,064
631,31161,511474,21.10.2014,0,-6.30,037,001
632,34159,518551,6.11.2014,1,8.00,063,007
633,1495,10455,7.1.2015,0,6.30,037,005
634,39143,567968,12.12.2014,1,36.00,107,075
635,31886,575871,21.10.2014,1,25.20,063,038
636,34542,509987,7.11.2014,1,15.00,063,009
637,400,526839,12.1.2015,0,104.20,037,075
638,38532,512256,10.12.2014,0,-6.30,037,021
639,34011,523612,7.11.2014,1,8.00,063,007
640,34466,10457,14.11.2014,0,37.00,014,013
641,31168,568934,15.10.2014,1,36.00,063,072
642,35375,578521,19.11.2014,0,25.20,014,005
643,38427,510830,8.12.2014,1,15.00,107,008
644,32969,64060,22.10.2014,0,104.00,037,077
645,40823,512278,29.12.2014,0,-6.30,037,021
646,33188,545577,6.11.2014,0,8.00,037,005
647,33676,10458,4.11.2014,1,75.30,063,015
648,40313,569014,20.12.2014,1,36.00,107,008
649,38843,585175,11.12.2014,0,25.20,037,076
650,32276,511902,22.10.2014,1,15.00,063,021
651,41008,512746,31.12.2014,0,-6.30,037,075
652,569,546965,5.1.2015,1,8.00,063,007
653,37767,81270267,4.12.2014,0,75.30,037,024
654,33607,569137,29.10.2014,1,36.00,107,072
655,926,585949,8.1.2015,1,25.20,063,064
656,1175,10465,8.1.2015,1,23.00,063,009
657,40777,515664,23.12.2014,1,15.00,107,007
658,40824,514429,29.12.2014,0,-6.30,037,027
659,30184,552114,9.10.2014,1,8.00,063,038
660,37952,82488649,5.12.2014,0,75.30,037,024
661,39959,10469,18.12.2014,1,53.00,063,022
662,40726,572406,24.12.2014,1,36.00,107,008
663,783,587749,2.1.2015,1,25.20,063,008
664,34778,526162,13.11.2014,1,15.00,063,007
665,35709,515872,11.11.2014,0,-6.30,014,024
666,30563,552846,10.10.2014,1,8.00,063,038
667,30929,19727615,14.10.2014,0,75.25,037,033
668,29628,11488,4.10.2014,1,53.00,063,042
669,32018,573765,21.10.2014,1,36.00,063,076
670,40807,589238,24.12.2014,0,25.20,037,076
671,1773,10470,20.1.2015,0,23.00,037,042
672,35741,526246,20.11.2014,1,15.00,063,007
673,41081,515981,31.12.2014,0,-6.30,037,027
674,30190,553393,9.10.2014,1,8.00,063,038
675,35613,32185677,17.11.2014,0,75.10,014,041
676,34727,11613,13.11.2014,1,53.00,063,008
677,31029,574675,16.10.2014,1,36.00,063,008
678,38570,589241,9.12.2014,0,25.20,037,076
679,37489,10475,2.12.2014,0,23.00,037,042
680,39354,546919,15.12.2014,1,15.00,107,007
681,41014,517519,31.12.2014,0,-6.30,037,028
682,34164,553587,6.11.2014,1,8.00,063,007
683,35614,32185677,17.11.2014,0,75.10,014,041
684,32045,15704,20.10.2014,1,53.00,063,042
685,32209,580877,25.10.2014,1,36.00,063,008
686,39257,589281,12.12.2014,1,25.20,107,076
687,37824,10483,4.12.2014,0,23.00,037,001
688,39911,555952,17.12.2014,1,15.00,107,007
689,41185,518743,31.12.2014,0,-6.30,037,024
690,30564,556098,10.10.2014,1,8.00,063,038
691,35615,32185677,17.11.2014,0,75.10,014,041
692,38177,16907,4.12.2014,1,53.00,063,008
693,33487,582346,4.11.2014,1,36.00,063,008
694,32397,600589,25.10.2014,1,25.20,063,064
695,35400,10491,17.11.2014,1,23.00,063,001
696,35455,559770,18.11.2014,1,15.00,063,007
697,40831,518931,29.12.2014,0,-6.30,037,027
698,32850,559396,28.10.2014,1,8.00,063,007
699,35616,32185677,18.11.2014,0,75.10,014,041
700,33270,18070,29.10.2014,1,53.00,108,007
701,32844,10495,27.10.2014,1,37.00,063,007
702,36678,583838,26.11.2014,1,36.00,107,042
703,35364,607774,18.11.2014,0,25.20,014,005
704,39260,567701,12.12.2014,1,15.00,107,008
705,38534,518952,10.12.2014,0,-6.30,037,075
706,35376,560282,19.11.2014,0,8.00,014,005
707,35617,32185677,17.11.2014,0,75.10,014,041
708,39145,500599,12.12.2014,2,53.00,107,075
709,38554,584869,9.12.2014,1,36.00,063,011
710,32967,614440,5.11.2014,0,25.20,037,027
711,30215,567721,9.10.2014,1,15.00,063,008
712,36657,10508,26.11.2014,1,10.00,063,015
713,38533,519011,10.12.2014,0,-6.30,037,075
714,29865,564800,7.10.2014,1,8.00,063,038
715,35618,32185677,17.11.2014,0,75.10,014,041
716,33213,501078,6.11.2014,0,53.00,037,001
717,1068,584944,15.1.2015,0,36.00,037,064
718,30989,615445,16.10.2014,0,25.20,037,018
719,36548,10513,26.11.2014,1,20.00,107,026
720,33375,569522,5.11.2014,1,15.00,063,008
721,1374,524466,19.1.2015,0,-6.30,037,022
722,41191,566103,30.12.2014,1,8.00,063,008
723,35619,32185677,18.11.2014,0,75.10,014,041
724,37813,501106,2.12.2014,0,53.00,037,022
725,32380,586206,24.10.2014,1,36.00,063,064
726,30917,618703,17.10.2014,0,25.20,037,005
727,37830,10524,4.12.2014,0,23.00,037,001
728,41235,573227,29.12.2014,1,15.00,063,008
729,34033,524528,13.11.2014,0,-6.30,037,022
730,40991,566142,23.12.2014,1,8.00,063,008
731,29454,566926,3.10.2014,0,75.00,037,072
732,31824,501567,22.10.2014,1,53.00,063,001
733,34706,586285,13.11.2014,1,36.00,063,064
734,40666,9004149,23.12.2014,0,25.20,037,038
735,34007,10532,7.11.2014,1,23.00,063,007
736,34586,589860,11.11.2014,1,15.00,107,007
737,38517,525476,10.12.2014,0,-6.30,037,015
738,41225,566266,29.12.2014,1,8.00,063,008
739,40533,509436,22.12.2014,1,74.00,107,021
740,37659,502839,28.11.2014,1,53.00,063,022
741,38780,586451,11.12.2014,1,36.00,063,011
742,32646,64099,24.10.2014,1,25.20,063,038
743,36269,10548,21.11.2014,0,23.00,014,007
744,34168,596401,6.11.2014,1,15.00,063,015
745,41092,525512,31.12.2014,0,-6.30,037,022
746,40442,568434,22.12.2014,1,8.00,107,008
747,32278,572489,30.10.2014,0,74.00,037,076
748,36074,10551,24.11.2014,0,58.00,014,033
749,448,502847,12.1.2015,0,53.00,037,022
750,34412,588347,11.11.2014,1,36.00,063,064
751,32649,64100,24.10.2014,1,25.20,063,038
752,39011,596798,10.12.2014,1,15.00,107,015
753,441,525748,13.1.2015,0,-6.30,037,075
754,32249,569299,23.10.2014,1,8.00,063,027
755,34130,598700,13.11.2014,0,74.00,037,015
756,30828,505856,13.10.2014,1,53.00,063,075
757,29630,588997,4.10.2014,1,36.00,063,042
758,1274,98511828,16.1.2015,0,25.20,037,038
759,591,10566,12.1.2015,0,23.00,037,005
760,39002,596906,9.12.2014,1,15.00,107,015
761,38537,526268,10.12.2014,0,-6.30,037,022
762,40989,569340,23.12.2014,1,8.00,063,008
763,1806,25819267,21.1.2015,0,74.00,037,008
764,32293,511056,29.10.2014,0,53.00,037,031
765,41220,589247,29.12.2014,1,36.00,063,076
766,37398,98512885,2.12.2014,1,25.20,107,008
767,825,10567,15.1.2015,0,23.00,037,005
768,39441,597802,15.12.2014,1,15.00,107,015
769,38536,527237,10.12.2014,0,-6.30,037,075
770,40992,569342,23.12.2014,1,8.00,063,008
771,36300,30464684,24.11.2014,0,74.00,014,031
772,624,511167,5.1.2015,1,53.00,063,009
773,31789,589340,21.10.2014,1,36.00,063,011
774,30405,26988003,14.10.2014,0,25.20,037,008
775,686,10568,14.1.2015,0,23.00,037,005
776,40182,597821,16.12.2014,1,15.00,107,015
777,31547,538923,23.10.2014,0,-6.30,037,010
778,40443,569615,22.12.2014,1,8.00,107,008
779,835,64852458,15.1.2015,0,74.00,037,022
780,33814,512180,5.11.2014,1,53.00,107,021
781,32047,589400,20.10.2014,1,36.00,063,042
782,128,79020933,6.1.2015,0,25.20,037,008
783,37205,10586,1.12.2014,0,23.00,037,013
784,40316,597839,17.12.2014,1,15.00,107,015
785,31623,540295,24.10.2014,0,-6.30,037,001
786,40307,569658,19.12.2014,1,8.00,107,008
787,31270,12082236,20.10.2014,0,74.00,037,042
788,30692,512459,14.10.2014,1,53.00,063,021
789,36188,10592,24.11.2014,1,37.00,107,008
790,32638,590161,30.10.2014,0,36.00,037,038
791,39220,11356,12.12.2014,1,25.00,107,001
792,1467,598502,12.1.2015,1,15.00,063,015
793,40817,546533,29.12.2014,0,-6.30,037,021
794,257,572369,9.1.2015,0,8.00,037,027
795,29758,89934806,6.10.2014,0,734.00,037,070
796,36954,516185,28.11.2014,1,53.00,107,027
797,34005,594092,7.11.2014,1,36.00,063,011
798,30051,13995,3.10.2014,1,25.00,063,076
799,36566,10593,26.11.2014,2,23.00,107,027
800,32113,598525,29.10.2014,0,15.00,014,015
801,40816,551485,29.12.2014,0,-6.30,037,001
802,41232,573579,29.12.2014,1,8.00,063,008
803,30504,516411,13.10.2014,1,53.00,063,007
804,32776,594132,29.10.2014,1,36.00,063,064
805,32168,64074,24.10.2014,1,25.00,063,008
806,29999,10601,6.10.2014,1,23.00,063,076
807,37641,599688,2.12.2014,1,15.00,107,015
808,31545,554400,23.10.2014,0,-6.30,037,027
809,34602,575156,11.11.2014,1,8.00,107,007
810,33860,517821,5.11.2014,2,53.00,107,007
811,952,594716,8.1.2015,1,36.00,063,008
812,34446,16025,10.11.2014,1,25.00,063,007
813,1710,10604,20.1.2015,0,23.00,037,001
814,37614,599698,1.12.2014,1,15.00,063,015
815,33621,558105,11.11.2014,0,-6.30,037,001
816,30562,576447,10.10.2014,1,8.00,063,038
817,37936,518688,4.12.2014,1,53.00,063,007
818,29638,594759,2.10.2014,1,36.00,063,011
819,32655,16259,23.10.2014,1,25.00,063,011
820,34600,10605,13.11.2014,1,23.00,063,072
821,38019,599709,4.12.2014,1,15.00,063,015
822,38529,559358,10.12.2014,0,-6.30,037,005
823,30565,576879,10.10.2014,1,8.00,063,038
824,34631,523534,12.11.2014,1,53.00,063,022
825,34938,595073,12.11.2014,1,36.00,063,064
826,31308,16948,20.10.2014,1,25.00,063,076
827,33805,10608,5.11.2014,2,23.00,107,009
828,37638,599719,2.12.2014,1,15.00,107,015
829,33452,560120,10.11.2014,0,-6.30,037,075
830,40451,578322,22.12.2014,1,8.00,107,008
831,36382,523550,24.11.2014,1,53.00,063,007
832,39157,597690,11.12.2014,1,36.00,107,015
833,32974,10610,5.11.2014,0,26.00,037,026
834,31299,17184,20.10.2014,1,25.00,063,076
835,37642,599733,2.12.2014,1,15.00,107,015
836,30174,560187,13.10.2014,0,-6.30,037,015
837,35107,578502,13.11.2014,1,8.00,107,005
838,31919,523568,16.10.2014,1,53.00,063,022
839,35119,599463,18.11.2014,0,36.00,014,015
840,39061,18408,11.12.2014,1,25.00,107,076
841,34572,64183,10.11.2014,1,23.00,063,064
842,37630,599739,1.12.2014,1,15.00,063,015
843,29485,564062,6.10.2014,0,-6.30,037,001
844,40990,578730,23.12.2014,1,8.00,063,008
845,34428,10615,5.11.2014,0,6.30,037,009
846,31915,523672,16.10.2014,1,53.00,063,022
847,32231,39213102,28.10.2014,0,36.00,037,064
848,30177,500985,9.10.2014,1,25.00,063,021
849,37650,599775,2.12.2014,1,15.00,107,015
850,31133,564351,21.10.2014,0,-6.30,037,021
851,41194,579406,30.12.2014,1,8.00,063,008
852,36887,524428,27.11.2014,0,53.00,037,022
853,35420,62534,14.11.2014,1,36.00,063,011
854,29860,501349,6.10.2014,1,25.00,063,038
855,30688,10618,14.10.2014,1,23.00,063,001
856,38367,603288,8.12.2014,1,15.00,107,015
857,41296,565471,31.12.2014,0,-6.30,037,008
858,33265,581365,29.10.2014,1,8.00,108,007
859,37146,524446,28.11.2014,0,53.00,037,022
860,29603,89079922,3.10.2014,0,36.00,037,031
861,32626,501873,27.10.2014,1,25.00,063,022
862,31276,10638,20.10.2014,1,23.00,063,075
863,37759,607372,3.12.2014,1,15.00,063,015
864,41297,565471,31.12.2014,0,-6.30,037,008
865,30157,594321,9.10.2014,0,8.00,037,038
866,37966,524511,5.12.2014,1,53.00,107,022
867,31540,10638,16.10.2014,1,46.00,063,075
868,35711,64245,19.11.2014,0,36.00,014,026
869,35880,502648,20.11.2014,1,25.00,063,064
870,1851,618755,15.1.2015,1,15.00,063,015
871,38528,566417,10.12.2014,0,-6.30,037,076
872,41238,608668,29.12.2014,1,8.00,063,008
873,34583,524957,11.11.2014,1,53.00,107,007
874,30651,12269,15.10.2014,0,46.00,037,008
875,36897,64265,27.11.2014,1,36.00,063,008
876,36947,511616,28.11.2014,0,25.00,037,042
877,33130,10639,3.11.2014,1,23.00,063,028
878,36304,58624228,21.11.2014,0,15.00,014,008
879,29857,568313,8.10.2014,0,-6.30,037,076
880,35433,609299,18.11.2014,1,8.00,063,005
881,34592,524960,11.11.2014,1,53.00,107,007
882,33536,14993,10.11.2014,0,46.00,037,028
883,38498,34225064,9.12.2014,0,353.30,037,009
884,1566,511618,16.1.2015,1,25.00,063,021
885,39445,10659,15.12.2014,1,20.00,107,015
886,39013,98513095,10.12.2014,1,15.00,107,015
887,40839,568324,29.12.2014,0,-6.30,037,015
888,30187,610151,9.10.2014,1,8.00,063,038
889,35207,524967,17.11.2014,1,53.00,063,007
890,26,15000,5.1.2015,0,46.00,037,072
891,38567,62614126,10.12.2014,0,353.30,037,009
892,32731,512124,24.10.2014,1,25.00,063,021
893,35586,10665,19.11.2014,0,23.00,014,009
894,36586,63952,24.11.2014,2,15.00,107,022
895,29569,569198,6.10.2014,0,-6.30,037,031
896,33197,619402,6.11.2014,0,8.00,037,007
897,35589,525028,18.11.2014,0,53.00,014,022
898,39967,16223,17.12.2014,1,46.00,107,021
899,39459,586442,12.12.2014,1,35.70,107,011
900,1509,512345,12.1.2015,2,25.00,063,021
901,36744,10671,26.11.2014,0,23.00,063,038
902,33672,64140,3.11.2014,1,15.00,063,015
903,41299,570123,31.12.2014,0,-6.30,037,072
904,39405,9000088,15.12.2014,0,8.00,037,005
905,40615,525488,19.12.2014,0,53.00,037,022
906,34408,17199,7.11.2014,0,46.00,037,017
907,38551,586446,8.12.2014,1,35.70,063,011
908,37694,513535,3.12.2014,0,25.00,037,013
909,34116,10678,11.11.2014,0,23.00,037,022
910,1341,64498,8.1.2015,1,15.00,063,007
911,40829,571476,29.12.2014,0,-6.30,037,027
912,32624,64097,30.10.2014,0,8.00,037,007
913,442,525755,13.1.2015,0,53.00,037,022
914,36479,500072,24.11.2014,1,46.00,063,001
915,38556,586460,9.12.2014,1,35.70,063,011
916,38474,513572,9.12.2014,0,25.00,037,013
917,32352,10701,30.10.2014,0,23.00,037,072
918,34963,15000,7.11.2014,0,148.00,014,077
919,30992,572103,20.10.2014,0,-6.30,037,027
920,85,64450,5.1.2015,0,8.00,037,075
921,40964,525772,24.12.2014,0,53.00,037,022
922,39360,500979,15.12.2014,1,46.00,107,027
923,32652,589352,23.10.2014,1,35.70,063,011
924,36068,10702,19.11.2014,1,32.00,107,072
925,33415,514173,4.11.2014,1,25.00,063,007
926,33675,9004149,10.11.2014,0,148.00,037,038
927,41313,572444,31.12.2014,0,-6.30,037,075
928,38316,98513594,5.12.2014,0,8.00,037,005
929,799,525787,6.1.2015,1,53.00,063,022
930,155,501174,7.1.2015,0,46.00,037,021
931,31503,11791,18.10.2014,1,32.00,063,064
932,36398,514460,25.11.2014,0,25.00,014,027
933,293,10711,8.1.2015,0,23.00,037,072
934,38397,98519450,21.11.2014,0,148.00,037,079
935,31137,573504,21.10.2014,0,-6.30,037,064
936,34039,98513684,7.11.2014,1,8.00,063,027
937,36270,526171,21.11.2014,0,53.00,014,007
938,580,504120,6.1.2015,1,46.00,063,005
939,34797,14145,11.11.2014,1,32.00,063,011
940,32614,515285,24.10.2014,1,25.00,063,022
941,40444,10718,22.12.2014,0,23.00,037,027
942,36044,32185677,20.11.2014,0,147.25,014,033
943,38530,573805,10.12.2014,0,-6.30,037,009
944,35627,98514137,20.11.2014,0,8.00,014,005
945,30965,526176,15.10.2014,0,53.00,037,007
946,39713,504451,17.12.2014,0,46.00,037,005
947,31660,16586,24.10.2014,0,32.00,035,007
948,33979,516602,3.11.2014,1,25.00,107,022
949,33298,10770,7.11.2014,0,23.00,037,072
950,33673,9000088,10.11.2014,0,144.00,037,038
951,41089,574551,31.12.2014,0,-6.30,037,072
952,32612,61400,23.10.2014,1,8.00,063,022
953,30890,10784,6.10.2014,0,6.30,037,076
954,34940,526182,14.11.2014,1,53.00,107,007
955,40265,509829,19.12.2014,0,46.00,037,042
956,38460,17487,5.12.2014,0,32.00,037,005
957,36890,523689,28.11.2014,0,25.00,037,022
958,38318,9004149,5.12.2014,0,142.50,037,005
959,40838,574964,29.12.2014,0,-6.30,037,008
960,37931,61455,4.12.2014,1,8.00,063,005
961,40471,526268,18.12.2014,0,53.00,037,022
962,38068,511431,4.12.2014,1,46.00,063,021
963,39433,18093,15.12.2014,1,32.00,107,064
964,39935,525468,16.12.2014,1,25.00,107,022
965,32095,10793,28.10.2014,0,23.00,014,005
966,31582,9003406,23.10.2014,0,142.10,037,008
967,38548,575480,10.12.2014,0,-6.30,037,076
968,1346,61643,8.1.2015,1,8.00,063,005
969,34928,540328,12.11.2014,2,53.00,063,021
970,37440,511940,1.12.2014,0,46.00,037,001
971,32069,500091,28.10.2014,0,32.00,014,007
972,40599,525497,22.12.2014,0,25.00,037,022
973,30640,10798,15.10.2014,0,23.00,037,001
974,40835,575764,29.12.2014,0,-6.30,037,075
975,40453,63508,22.12.2014,1,8.00,107,008
976,34486,541079,14.11.2014,0,53.00,014,001
977,36942,513982,28.11.2014,1,46.00,107,028
978,35573,10802,20.11.2014,0,37.00,014,072
979,33286,500604,29.10.2014,1,32.00,108,005
980,29571,525523,6.10.2014,0,25.00,037,024
981,33466,576161,10.11.2014,0,-6.30,037,005
982,37737,77550439,3.12.2014,0,8.00,037,005
983,32832,542393,4.11.2014,0,53.00,037,022
984,40091,514607,18.12.2014,1,46.00,063,027
985,35574,10803,20.11.2014,0,37.00,014,072
986,40474,501770,22.12.2014,1,32.00,107,042
987,41126,525722,24.12.2014,1,25.00,063,022
988,40941,577594,31.12.2014,0,-6.30,037,001
989,40881,52900614,29.12.2014,0,8.00,037,075
990,956,551741,7.1.2015,1,53.00,063,007
991,38152,516777,4.12.2014,1,46.00,063,008
992,37604,502542,1.12.2014,1,32.00,063,007
993,41105,525734,24.12.2014,1,25.00,063,022
994,32182,10819,30.10.2014,0,23.00,037,001
995,38516,578410,10.12.2014,0,-6.30,037,009
996,37927,25469061,5.12.2014,0,79.50,037,008
997,1277,10829,16.1.2015,0,6.30,037,027
998,40024,552754,18.12.2014,0,53.00,037,027
999,32708,518856,24.10.2014,1,46.00,063,007
1000,31917,502795,16.10.2014,1,32.00,063,022
1001,30630,526335,15.10.2014,0,25.00,037,022
1002,38520,578410,10.12.2014,0,-6.30,037,001
1003,33858,25591835,12.11.2014,0,79.20,037,017
1004,33984,554944,4.11.2014,1,53.00,107,022
1005,1254,543322,16.1.2015,0,46.00,037,005
1006,38736,509077,9.12.2014,2,32.00,063,001
1007,34344,526896,11.11.2014,1,25.00,063,028
1008,35728,10830,19.11.2014,1,23.00,063,007
1009,31173,579808,21.10.2014,0,-6.30,037,076
1010,33243,47609150,6.11.2014,0,79.20,037,011
1011,33361,555081,7.11.2014,0,53.00,037,075
1012,38614,545227,10.12.2014,0,46.00,037,028
1013,37526,10836,1.12.2014,1,37.00,063,008
1014,41049,509400,23.12.2014,1,32.00,063,031
1015,29368,539306,2.10.2014,0,25.00,037,022
1016,33446,581566,10.11.2014,0,-6.30,037,076
1017,31980,11710101,28.10.2014,0,79.20,014,072
1018,34049,555278,7.11.2014,1,53.00,063,031
1019,37409,546391,2.12.2014,1,46.00,107,001
1020,41045,511241,23.12.2014,1,32.00,063,031
1021,40522,546961,19.12.2014,0,25.00,037,007
1022,80,10842,5.1.2015,0,23.00,037,075
1023,33445,581860,10.11.2014,0,-6.30,037,009
1024,40630,556260,23.12.2014,0,53.00,037,007
1025,34475,549986,14.11.2014,0,46.00,014,031
1026,35941,511713,21.11.2014,1,32.00,063,001
1027,1129,548472,12.1.2015,1,25.00,063,042
1028,35369,10852,19.11.2014,0,23.00,014,005
1029,41091,582698,31.12.2014,0,-6.30,037,011
1030,1023,558511,6.1.2015,1,53.00,063,021
1031,40476,553948,22.12.2014,1,46.00,107,042
1032,37368,513972,2.12.2014,1,32.00,107,028
